Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
David de Gea,es ESP,GK,31,37,37,3330,37,56,1.51,174,122,69.5,16,10,11,8,21.6,6,3,3,0,50,Matches
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
